Title,Price(Ty),Area(m2),Bedroom,Toilet,Location,Price_per_m2(trieu)
"Ngộp Bank giảm giá chào hơn 4tỷ. Bán căn biệt thự mặt tiền đường, ngay TT Hải châu - Đà Nẵng",0.0,330,7.0,7.0,"Hải Châu, Đà Nẵng",
Hàng hiếm - chào bán cặp đất đối diện trực tiếp chung cư The Ori Garden - kinh doanh thuận lợi,6.55,200,,,"Liên Chiểu, Đà Nẵng",32.75
"Siêu phẩm gần 400m2 đất biển Nguyễn Văn Thoại - thích hợp xây khách sạn, LH:0905 001 ***",72.0,"397,9",,,"Sơn Trà, Đà Nẵng",180.95
Mua 1 tặng 1 khi sở hữu căn hộ Sun Symphony bên sông Hàn - Ngắm pháo hoa tại nhà,2.8,"52,9",2.0,1.0,"Sơn Trà, Đà Nẵng",52.93
"Bán đất 2 mặt tiền đường Dương Thạc, Thọ Quang, Sơn Trà, Đà Nẵng",8.9,112,,,"Sơn Trà, Đà Nẵng",79.46
"Bán nhà cấp 4 mê lửng đường Bờ Quan 11, Hoà Quý - Đồng Nò, Ngũ Hành Sơn, Đà Nẵng",4.75,105,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",45.24
"Đất biển 2MT đường 10.5m & 7.5m trục thông biển Mỹ Khê, thích hợp xây aparmenst, khách sạn",25.2,252,,,"Sơn Trà, Đà Nẵng",100.0
Góc 2 mặt tiền khu đảo vip Lê Hồng Sơn - Trung Lương 11 đối diện công Viên,0.0,175,,,"Cẩm Lệ, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán nhà mặt tiền Nguyễn Hữu Dật, Hòa Cường Bắc, Hải Châu, Đà Nẵng",10.0,100,,,"Hải Châu, Đà Nẵng",100.0
"Đỉnh! Lô 3 mặt thoáng đường Võ Nguyên Giáp, xây cao tầng, 140m2 ngang 7m giá 27 tỷ",27.0,140,,,"Ngũ Hành Sơn, Đà Nẵng",192.86
Bán đất Đảo Vip đẹp đường Trung Lương 10 - Hoà Xuân,4.1,100,,,"Cẩm Lệ, Đà Nẵng",41.0
Nhà 4 tầng MT Lê Thanh Nghị - Vị Trí kinh doanh sầm uất gần Hàn Thuyên,12.0,88,5.0,3.0,"Hải Châu, Đà Nẵng",136.36
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Chính chủ bán đất đường 10m5 Lê Sỹ trục kinh doanh Hoà Xuân,5.15,100,,,"Cẩm Lệ, Đà Nẵng",51.5
"Duy nhất 1 căn 2 PN, 2 WC chỉ 1,1 tỷ Sun Ponte Đà Nẵng cạnh cầu Rồng",4.4,68,2.0,2.0,"Sơn Trà, Đà Nẵng",64.71
"Bán nhà 3 tầng kiệt đường Hoàng Diệu (ngang 6.5m) - Hải Châu, Đà Nẵng",0.0,"108,6",4.0,4.0,"Hải Châu, Đà Nẵng",
Xem ngay 4 suất ngoại giao cuối cùng - căn hộ chung cư cao cấp nhất biển Đà Nẵng,0.0,105,4.0,4.0,"Hải Châu, Đà Nẵng",
Hot. 1 căn duy nhất trực diện bãi biển đẹp nhất hành tinh - sổ đỏ lâu dài. View cực đỉnh,0.0,105,3.0,,"Ngũ Hành Sơn, Đà Nẵng",
CC bán nhà gác lửng đúc đường Mỹ An 15 hướng Nam gió mát cả năm,5.25,93,,,"Ngũ Hành Sơn, Đà Nẵng",56.45
Bán siêu phẩm - Mặt phố An Nhơn - Sơn Trà - Đà Nẵng - sát bãi biển Phạm Văn Đồng,20.0,193,,,"Sơn Trà, Đà Nẵng",103.63
"Chung cư cao cấp hot nhất Đà Nẵng, trực diện view biển Mỹ Khê, giá tốt nhất",0.0,85,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
Trực diện mặt sông giá tốt chưa từng có,5.51,95,3.0,2.0,"Hải Châu, Đà Nẵng",58.0
chuyển nhượng những khách sạn 3* khu vực AN THƯỢNG - Ngũ Hành Sơn - Đà Nẵng,60.0,155,40.0,40.0,"Ngũ Hành Sơn, Đà Nẵng",387.1
Phát khóc - Khi Bỏ qua 5 suất ưu đãi hỗ trợ giá tốt nhất chung cư The Sang view biển Đà Nẵng,5.2,105,3.0,,"Ngũ Hành Sơn, Đà Nẵng",49.52
"Nhà 4 tầng MT Hà Huy Tập 10m5 - Vị trí kinh doanh, sát Điện Biên Phủ",6.3,43,3.0,,"Thanh Khê, Đà Nẵng",146.51
Chính chủ bán nhà mặt tiền 3.5 tầng Kiên cố - 122m2 tại Hòa Xuân - giá tốt,7.7,122,4.0,5.0,"Ngũ Hành Sơn, Đà Nẵng",63.12
Nhà đẹp 2.5 tầng full nội thất mới đường Huy Cận - Hải Châu,6.0,70,,,"Hải Châu, Đà Nẵng",85.71
Bán cắt lỗ tòa căn hộ 4 tầng 14 phòng sát đại học Ngoại Ngữ. Dòng tiền ổn định 50tr/tháng,9.5,90,14.0,14.0,"Cẩm Lệ, Đà Nẵng",105.56
"Nhà đẹp 3 tầng x 70m2 đường Huy Cận, gần chợ đầu mối",6.85,70,3.0,4.0,"Hải Châu, Đà Nẵng",97.86
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Bán nhà 3 tầng full nội thất cao cấp MT Hòa Cường Bắc Hải Châu,6.7,100,3.0,3.0,"Hải Châu, Đà Nẵng",67.0
Bán lô đất liền kề khu đô thị FPT 100m2,0.0,100,,,"Ngũ Hành Sơn, Đà Nẵng",
"Nhà đẹp 3 tầng Nguyễn Quang Bích, nội thất gỗ sang xịn LH:0931 910 ***",7.3,93,4.0,4.0,"Hải Châu, Đà Nẵng",78.5
"Nhà 3 tầng 71m2 kiệt 2m5 đường Lý Thái Tổ Thanh Khê, nhà mới full nội thất",4.2,71,,,"Thanh Khê, Đà Nẵng",59.16
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán đất khu Đông Trà, ngang 6m, ngay Làng Đại Học, Hoà Hải, Ngũ Hành Sơn",2.65,"91,2",,,"Ngũ Hành Sơn, Đà Nẵng",29.06
Seaview Tower - Sở hữu căn hộ cao cấp biển đắt giá tại Đà Nẵng - Chỉ 1.4 tỷ/căn,1.4,60,2.0,,"Liên Chiểu, Đà Nẵng",23.33
"Hạ giá bán gấp, tặng kèm nhà cấp 4, gần biển. Chỉ 8.8 tỷ. Lh:0935 348 ***",8.8,128,,,"Sơn Trà, Đà Nẵng",68.75
Đất 2 mặt tiền phố biển Nguyễn Tất Thành đối diện bãi tắm Thanh Khê,15.5,"137,5",,,"Thanh Khê, Đà Nẵng",112.73
3 tầng mặt tiền kinh doanh Điện Biên Phủ gần Trần Cao Vân sầm uất ngày đêm,14.0,130,3.0,3.0,"Thanh Khê, Đà Nẵng",107.69
"Shophouse giá gốc từ chủ đầu tư - Shophouse khối đế tại The Ori Garden (Liên Chiểu, Đà Nẵng)",2.5,45,,,"Liên Chiểu, Đà Nẵng",55.56
"Biệt thự biển Fusion - Sổ đỏ lâu dài, đã đi vào vận hành full Villa, miễn phí quản lý 5 năm, CK 25%",25.0,535,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",46.73
"Giá chỉ bằng đất kiệt. Cần bán Gò Lăng 7 sát góc đường 5m5 lề 3m. Diện tích: 150m2 (7,5 x 20m)",2.1,150,,,"Hòa Vang, Đà Nẵng",14.0
"Cần bán căn hộ Hoàng Anh Gia Lai 2PN full nội thất, sổ chính chủ LH:0936 875 ***",0.0,94,2.0,2.0,"Thanh Khê, Đà Nẵng",
"Bán toà căn hộ + khách sạn view biển Mỹ Khê, Đà Nẵng, mới xây 2022 còn mới 99%",29.0,"123,5",20.0,20.0,"Sơn Trà, Đà Nẵng",234.82
Bán góc 2 MT đường Hoàng Bình Chính - Bùi Bình Uyên - Ngũ Hành Sơn,7.2,"166,6",,,"Ngũ Hành Sơn, Đà Nẵng",43.22
"The Vista căn hộ cao cấp, đối diện trường ĐH Kiến Trúc, cách biển 5 phút, pháo hoa ngay trước nhà",4.3,76,2.0,2.0,"Hải Châu, Đà Nẵng",56.58
"Giá hấp dẫn cho căn hộ cao cấp 2PN, 82,6m2, tầng 26 siêu hiếm - mặt biển Mỹ Khê, sổ hồng vĩnh viễn",3.8,"82,6",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",46.0
Hot! Mặt tiền Trường Sa ngay bãi tắm Non Nước Ngũ Hành Sơn Đà Nẵng chỉ 60 tr/m2.0904 577 ***,18.0,300,,,"Ngũ Hành Sơn, Đà Nẵng",60.0
"Hàng hiếm, căn 1PN mã 09 cực hot tại Penisula với tầm view sông Hàn - view vịnh cực chill",0.0,51,1.0,1.0,"Sơn Trà, Đà Nẵng",
Siêu rẻ - Nhà 2 tầng MT Lê Thị Hồng Gấm - Hoà Cường - Hải Châu - Chỉ 4tỷ8 LH:0931 910 ***,4.8,60,3.0,,"Hải Châu, Đà Nẵng",80.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Nhỉnh 2 tỷ có ngay nhà Phạm Văn Nghị, ngay chợ Tân Lập",2.9,73,3.0,2.0,"Hải Châu, Đà Nẵng",39.73
"Bảng giá chính thức căn hộ Sun Symphony Đà Nẵng chỉ 1 tỷ/căn 2 PN, 71m2",0.0,71,2.0,2.0,"Sơn Trà, Đà Nẵng",
Gọi Bi0902 555 ***bán đất mặt tiền An Dương Vương - Sát dự án Sun Cosmo của Sun Group - Đà Nẵng,8.8,100,,,"Ngũ Hành Sơn, Đà Nẵng",88.0
"Bán nhà 3 mê khu Hòa Xuân, Nam Cẩm Lệ, full nội thất sang trọng, gần trường học",4.4,100,3.0,4.0,"Cẩm Lệ, Đà Nẵng",44.0
Bán đất 2MT đường Nguyễn Hữu An & Ngô Thị Hiệu - khu Sea Thuận Phước - Sơn Trà - Đà Nẵng DT 236m2,15.34,236,,,"Sơn Trà, Đà Nẵng",65.0
"Bán gấp nhà siêu kinh doanh trung tâm TP, sầm uất, đang cho thuê 50tr/th",10.0,100,,,"Thanh Khê, Đà Nẵng",100.0
"Bán gấp siêu phẩm 2 tầng Luxury, thiết kế Châu Âu, có thể cho thuê 27tr, kinh doanh tại nhà",5.65,111,,,"Thanh Khê, Đà Nẵng",50.9
"Bán đất MT Hồ Đắc Di gần chợ Cẩm Lệ, Đà Nẵng. DT 100m2 giá 6,2 tỷ. Lh0901 983 ***",6.2,100,,,"Cẩm Lệ, Đà Nẵng",62.0
"Bán đất đường Nguyễn Hồng Ánh, Hoà Châu, Hoà Vang, Đà Nẵng. DT 106m2. LH:0901 983 ***",4.5,106,,,"Hòa Vang, Đà Nẵng",42.45
"Chính chủ bán nhà căn góc 2 mặt tiền đường Tố Hữu đường 7m5 và 5m5 rất đẹp và xịn, phù hợp để ở/KD",12.5,108,4.0,5.0,"Cẩm Lệ, Đà Nẵng",115.74
"Lô đất Chính Hữu siêu đẹp, diện tích 130m2 sát biển. LH anh Việt0907 767 ***giá tốt",10.5,130,,,"Sơn Trà, Đà Nẵng",80.77
"Vị trí nhà đẹp, miễn chê, vừa ở vừa kinh doanh tốt, 2 tầng, chỉ 5.5 tỷ. Sát Hải Châu, trung tâm KT",5.5,90,3.0,3.0,"Cẩm Lệ, Đà Nẵng",61.11
"Bán nhà 3 tầng mặt tiền Chúc Động, view kênh, phường Hoà Minh, Liên Chiểu, Đà Nẵng",4.3,75,4.0,3.0,"Liên Chiểu, Đà Nẵng",57.33
"Bán nhà 3 tầng mặt tiền trên con đường tơ lụa Lê Thanh Nghị, mở mắt là có tiền với 127m2 đất",13.0,127,5.0,,"Hải Châu, Đà Nẵng",102.36
"Bán nhà 2 mặt tiền chính chủ, góc ngã tư, khu phố ẩm thực. Trung tâm thành phố Đà Nẵng",9.0,"49,8",,,"Hải Châu, Đà Nẵng",180.72
Bán nhanh chia tài sản căn 3PN view sông và điểm bắn pháo hoa thứ 2 của Đà Nẵng,9.51,"99,1",3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",95.91
Bán gấp căn studio để mở rộng kinh doanh view biển Đà Nẵng,2.19,"37,4",1.0,,"Sơn Trà, Đà Nẵng",58.56
"Bán đất đường Bùi Thiện Ngộ (view biệt thự) - Hoà Xuân, Cẩm Lệ",4.15,100,,,"Cẩm Lệ, Đà Nẵng",41.5
Shophouse 5 tầng vừa mặt tiền đường vừa view sông Hàn xem pháo hoa - Chiết khấu 1% trong tháng 8,39.6,"139,5",,,"Sơn Trà, Đà Nẵng",283.87
"Bán lô đất kiệt ô tô Vương Thừa Vũ, sát hồ Nghinh giá tốt nhất thị trường:0907 767 ***",12.0,100,,,"Sơn Trà, Đà Nẵng",120.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Bán nhanh căn 2 phòng ngủ view biển Đà Nẵng - Xuống nhà chạm biển,3.9,61,2.0,,"Sơn Trà, Đà Nẵng",63.93
"Chào bán lô Hoàng Bích Sơn, diện tích 70m2. LH anh Việt0907 767 ***giá tốt",7.5,70,,,"Sơn Trà, Đà Nẵng",107.14
"Hiếm! Villa hồ bơi Sơn Trà đẹp, 6 phòng ngủ, gần biển Mỹ Khê Đà Nẵng",18.5,200,6.0,6.0,"Sơn Trà, Đà Nẵng",92.5
"Bán lô Hà Bổng, diện tích 101m2, giá tốt nhất thị trường LH A Việt:0907 767 ***",15.5,101,,,"Sơn Trà, Đà Nẵng",153.46
"Bán biệt thự 2 mặt tiền đường Lê Tấn Toán, giá tốt nhất thị trường0907 767 ***",25.0,200,,,"Sơn Trà, Đà Nẵng",125.0
Bán nhanh căn góc 2 phòng ngủ view biển Mân Thái và Chùa Linh Ứng Đà Nẵng - Tặng vàng tháng ngâu,3.96,"65,6",2.0,,"Sơn Trà, Đà Nẵng",60.37
"Bán lô đất cặp Trần Thánh Tông sát Phạm Văn Đồng, LH A Việt giá tốt nhất thị trường:0907 767 ***",23.0,210,,,"Sơn Trà, Đà Nẵng",109.52
Bán nhanh căn 2PN tầng 12A view ngắm cầu Rồng phun lửa và nước - Tặng vàng tháng ngâu,6.31,"70,8",2.0,2.0,"Sơn Trà, Đà Nẵng",89.07
"Bán lô đất đường An Cư 7, giá tốt nhất thị trường:0907 767 ***",7.1,100,,,"Sơn Trà, Đà Nẵng",71.0
Bán căn 3 phòng ngủ view sông tầng trung xem pháo hoa Đà Nẵng,6.27,"83,2",3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",75.41
Bán nhanh căn 1PN Panoma 2 view trực diện sông Hàn - Tầng cao xem pháo hoa ở Đà Nẵng Downtown,4.36,"50,1",1.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",87.03
"Bán lô đất đường An Cư 4, sát Morisson, giá tốt nhất thị trường:0907 767 ***",5.7,67,,,"Sơn Trà, Đà Nẵng",85.08
Bán nhanh căn á hậu 2BR trực diện sông Hàn Đà Nẵng,7.56,"85,4",2.0,2.0,"Sơn Trà, Đà Nẵng",88.52
"Bán lô đất cặp An Đồn 5 gần Phạm Văn Đồng, liên hệ ngay A Việt giá tốt nhất thị trường:0907 767 ***",7.7,94,,,"Sơn Trà, Đà Nẵng",81.92
Chào bán lô đất vip KV sau lưng bến xe TT. TP. DT khủng 250m2 - ngang 12m Cẩm Lệ - Đà Nẵng,7.9,250,,,"Cẩm Lệ, Đà Nẵng",31.6
"1 PN The Filmore tầng cao giá tốt nhất, thanh toán 1,5 tỷ nhận nhà, miễn PQL 2 năm, thuê 30 triệu",4.9,53,1.0,1.0,"Hải Châu, Đà Nẵng",92.45
"Bán gấp nhà 3 tầng mới xây, đỉnh từ thiết kế đến nội thất, mua vào ở ngay",5.4,52,4.0,5.0,"Thanh Khê, Đà Nẵng",103.85
"Bán đất đường Thanh Lương 27 (117m2, Tây Nam) - Hoà Xuân - Đà Nẵng",4.1,117,,,"Cẩm Lệ, Đà Nẵng",35.04
"Cực hiếm! Chủ đi xa cần bán gấp nhà 2 tầng giá rẻ nhất khu vực Hòa Xuân, Cẩm Lệ",4.15,100,3.0,2.0,"Cẩm Lệ, Đà Nẵng",41.5
"Bán biệt thự biển Đà Nẵng 5 sao Fusion Villas, đối diện sân gofl. View trực diện biển LH0905 820 ***",0.0,537,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Phạm Đức Nam khu TĐC Bình Kỳ thông ngay Võ Chí Công, đất sạch đẹp. Giá ĐT chỉ 2xtỷ. Lh0935 574 ***",2.8,100,,,"Ngũ Hành Sơn, Đà Nẵng",28.0
"Bán siêu phẩm An Thượng, khu phố Tây biển Đà Nẵng, giá siêu tốt",22.5,90,7.0,7.0,"Ngũ Hành Sơn, Đà Nẵng",250.0
Biệt thự biển 2PN Fusion Resort & Villas Đà Nẵng 484m2 chỉ với 27tỷ - sở hữu lâu dài. Gọi VienLotus,27.0,484,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",55.78
Bán căn hộ 1PN view sông Hàn Sam Towers (Risemount cũ) giá 3 tỷ 5. LH:0942 776 ***,3.5,53,1.0,1.0,"Hải Châu, Đà Nẵng",66.04
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Rẻ: Bán nhà 2 tầng mặt tiền Nguyễn Thiện Kế gần chợ An Hải Đông - Sơn Trà - 128m2 - gần biển Mỹ Khê,8.8,128,3.0,2.0,"Sơn Trà, Đà Nẵng",68.75
"Bán lô góc Trần Lê - Cẩm Nam 9, Hoà Xuân, Cẩm Lệ",4.35,107,,,"Cẩm Lệ, Đà Nẵng",40.65
"Chính chủ cần bán căn nhà 2 mặt tiền đang kinh doanh buôn bán tốt, đang cho thuê 29tr/ tháng",13.0,"85,2",3.0,3.0,"Hải Châu, Đà Nẵng",152.58
Bán nhà Nam Việt Á. Giai đoạn 1 gần sông Hàn,6.4,100,4.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",64.0
"Chính chủ cần bán 120m2, đường bê tông thực tế 4m, Lệ Sơn 2, xã Hoà Tiến giá 870tr. LH:0965 941 ***",0.87,120,,,"Hòa Vang, Đà Nẵng",7.25
Nhà lô góc Tô Hiến Thành 94.2m2 - 5 tầng - MT 6.12m - 10 tỷ (có thương lượng),10.0,"94,2",7.0,,"Sơn Trà, Đà Nẵng",106.16
Gọi Bi0902 555 ***bán đất mặt tiền Trương Hán Siêu - Ngay chợ An Hải Bắc - Đường kinh doanh vip,4.6,60,,,"Sơn Trà, Đà Nẵng",76.67
"Bán nhà mặt tiền 67m2 chợ Đống Đa, P. Thuận Phước, Q. Hải Châu, TP Đà Nẵng",5.2,67,2.0,1.0,"Hải Châu, Đà Nẵng",77.61
"Bán những lô góc vị trí đẹp khu Đà Nẵng Pearl, Phú Mỹ An, Ngũ Hành Sơn, TP Đà Nẵng",7.7,170,,,"Ngũ Hành Sơn, Đà Nẵng",45.29
Giá sụp hầm! Chính chủ bán gấp lô đất đường Nguyễn Thần Hiến ngay bãi tắm Đông Hải,4.85,107,,,"Ngũ Hành Sơn, Đà Nẵng",45.33
"Bán nhà C4 MT đường Mỹ Đa Đông 8, cách chợ Bắc Mỹ An 100m, giá 5 tỷ có bớt. LH:0942 992 ***",5.0,"65,1",2.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",76.81
"Bán đất biệt thự đường Đào Duy Tùng khu đô thị Phú Mỹ An, Đà Nẵng Pearl, Ngũ Hành Sơn, Đà Nẵng",12.5,360,,,"Ngũ Hành Sơn, Đà Nẵng",34.72
Chính chủ bán gấp lô đất đường Cao Sơn 7 bãi tắm Tân Trà,2.6,90,,,"Ngũ Hành Sơn, Đà Nẵng",28.89
"Bán chung cư cao cấp Đà Nẵng view biển Mỹ Khê, giá 3,739 tỷ",3.74,"82,5",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",45.32
"Bán căn hộ 2 phòng ngủ, 82,5m2, tầng 15, view biển Mỹ Khê - Trung tâm Đà Nẵng, sổ đỏ lâu dài",0.0,"82,5",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
"Giỏ hàng mới đất nền FPT Đà Nẵng 111m2 (6*18,5m), Song song đường Nam Kỳ Khởi Nghĩa 3x tr/m2",3.55,111,,,"Ngũ Hành Sơn, Đà Nẵng",32.0
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán căn hộ 2PN tầng 4 và 6, bên biển Mỹ Khê, TP Đà Nẵng 82,5m2, ưu đãi 2024",3.65,"82,5",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",44.27
"Bán căn hộ 2 phòng ngủ, 65m2, tầng 15, view sông Hàn - Trung tâm Đà Nẵng, giá ưu đãi",0.0,65,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Nhà phố hai mặt tiền view sông Hàn, trung tâm Đà Nẵng, gần dự án Sun Olalani",9.52,144,3.0,3.0,"Sơn Trà, Đà Nẵng",66.11
"Bán căn hộ cao cấp 3PN, tầng 17 view trực diện biển Mỹ Khê, trung tâm Đà Nẵng, sổ đỏ lâu dài",6.39,"105,5",3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",60.57
"Ra mắt, căn hộ 2PN 62.8m2 Peninsula, view trực diện sông Hàn, trung tâm Đà Nẵng",0.0,"62,8",2.0,2.0,"Sơn Trà, Đà Nẵng",
Chính chủ gửi bán 2 lô liền kề đường Lê Thương thông Mê Linh dự án Lakeside,4.8,"235,52",,,"Liên Chiểu, Đà Nẵng",20.38
Chính chủ gửi bán mặt tiền Hồ Sĩ Phấn đoạn gần Vân Đồn,4.15,100,,,"Sơn Trà, Đà Nẵng",41.5
Bán lô đất Nguyễn Văn Tấn - Hoà Xuân,2.85,100,,,"Cẩm Lệ, Đà Nẵng",28.5
"Chính chủ gửi bán Bùi Tấn Diên, hướng Đông Bắc. Giá chỉ 3.39 tỷ",3.39,105,,,"Liên Chiểu, Đà Nẵng",32.29
"Tôi chính chủ cần bán cặp đất liền kề Lakeside Palace Liên Chiểu Đà Nẵng, sổ hồng sẵn LH0919 292 ***",4.4,200,,,"Liên Chiểu, Đà Nẵng",22.0
"Ngay Hồ Xuân Hương - biển Võ Nguyên Giáp. Đất Khuê Mỹ Đông 5, đất xây căn hộ chưa tới 50 triệu",8.75,175,,,"Ngũ Hành Sơn, Đà Nẵng",50.0
"Đất Khuê Mỹ Đông 5, dự án ngay Hồ Xuân Hương - Biển Võ Nguyên Giáp. Đất xây căn hộ chưa tới 50 tr",8.75,175,,,"Ngũ Hành Sơn, Đà Nẵng",50.0
"Bán đất an cư view công viên trung tâm khu đô thị Phú Mỹ An. Gần Đà Nẵng Pearl, Đà Nẵng",2.9,100,,,"Ngũ Hành Sơn, Đà Nẵng",29.0
Chính chủ gửi bán đất Hồng Phước 3 gần chung cư The Ori,2.18,100,,,"Liên Chiểu, Đà Nẵng",21.8
Chính chủ gửi bán mặt tiền 15m B1 Hồng Phước,2.7,"89,6",,,"Liên Chiểu, Đà Nẵng",30.13
Bán đất đường Trần Quốc Vượng trục nối dài 2 dự án Phú Mỹ An và FPT. Ngay cụm chung cư FPT Plaza,3.7,130,,,"Ngũ Hành Sơn, Đà Nẵng",28.46
"Bán lô góc khu đô thị FPT Đà Nẵng, đẹp đối diện công viên trục thông sông Ngũ Hành Sơn Đà Nẵng",4.1,106,,,"Ngũ Hành Sơn, Đà Nẵng",38.68
"Bán nhà 2 tầng mặt tiền Thái Văn A, Hòa Quý, Ngũ Hành Sơn. DT 100m2, giá 3 tỷ 1 TL",3.1,100,3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",31.0
Bán đất biệt thự Đà Nẵng Pearl đường Đào Duy Tùng. Đường 2 làn đối diện trường quốc Tế Singapore,13.5,360,,,"Ngũ Hành Sơn, Đà Nẵng",37.5
"Bán gấp nhà cấp 4 kiệt ô tô Trần Quang Khải gần biển Thọ Quang, Sơn Trà",2.55,90,2.0,2.0,"Sơn Trà, Đà Nẵng",28.33
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán nhà phố, biệt thự mặt bám sông Hàn, Sở hữu lâu dài, CĐT Sun Group. Dự án Sun Symphony Residence",0.0,200,4.0,4.0,"Sơn Trà, Đà Nẵng",
Bán nhanh toà khách sạn 12 tầng - Doanh thu 300 triệu/tháng đường An Thượng 34 gần biển Mỹ Khê,44.0,162,,,"Ngũ Hành Sơn, Đà Nẵng",271.6
Khách sạn 4 tầng gần biển Mỹ Khê Đà Nẵng,17.0,"111,5",8.0,9.0,"Ngũ Hành Sơn, Đà Nẵng",152.47
"Cần bán lô đất đường Đồng Phước Huyến, TĐC Bá Tùng 1, Q. Ngũ Hành Sơn, TP Đà Nẵng. LH0901 160 ***",2.55,100,,,"Ngũ Hành Sơn, Đà Nẵng",25.5
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán đất Vùng Trung 17, Phú Mỹ An, Đà Nẵng",3.15,100,,,"Ngũ Hành Sơn, Đà Nẵng",31.5
"Bán đất biển Tân Trà đường Phan Đình Thông, Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",4.4,140,,,"Ngũ Hành Sơn, Đà Nẵng",31.43
"Vỡ nợ, bán gấp căn hộ view sông căn góc chung cư Indochina Đà Nẵng",3.0,65,1.0,1.0,"Hải Châu, Đà Nẵng",46.15
"Vỡ nợ, bán gấp căn hộ Azura view trực diện sông Hàn",0.0,108,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Bán lô kiệt 2 ô tô Đông Giang ngay cầu Rồng, giá rẻ",3.7,60,,,"Sơn Trà, Đà Nẵng",61.67
"Bán nhà 1 mê Kha Vạn Cân, có sẵn trụ xây tầng 2, nhà kiên cố",3.1,100,,,"Hòa Vang, Đà Nẵng",31.0
"Bán penthouse duplex căn hộ Fhome quận Hải Châu, trung tâm thành phố Đà Nẵng giá thương lượng",0.0,350,4.0,4.0,"Hải Châu, Đà Nẵng",
"Bán gấp căn hộ 2 phòng ngủ view trực diện biển Mỹ Khê, The Sang Residence Đà Nẵng",0.0,"82,6",2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
